Plate,State,License Type,Summons Number,Issue Date,Violation Time,Violation,Judgment Entry Date,Fine Amount,Penalty Amount,Interest Amount,Reduction Amount,Payment Amount,Amount Due,Precinct,County,Issuing Agency,Violation Status,Summons Image
HCB2151,NY,PAS,8582993900,07/11/2022,02:31P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,048,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FMXFhelZOZW10M1RVRTlQUT09&locationName=_____________________)
KNV6942,NY,PAS,8582993924,07/11/2022,02:52P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,048,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FMXFhelZOZW10NVRrRTlQUT09&locationName=_____________________)
M17REL,NJ,PAS,8582993973,07/11/2022,03:25P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,048,BX,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FMXFhelZOZW1zelRYYzlQUT09&locationName=_____________________)
KTT6938,NY,PAS,8583597352,07/11/2022,05:53A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,025,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FMTZWVFZPZWsweFRXYzlQUT09&locationName=_____________________)
BWFR39,CO,PAS,8583597455,07/11/2022,06:14A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,025,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FMTZWVFZPZWxFeFRsRTlQUT09&locationName=_____________________)
1512YQ,MD,PAS,8583597522,07/11/2022,06:39A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,023,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FMTZWVFZPZWxWNVRXYzlQUT09&locationName=_____________________)
S1226703,GA,PAS,8583597637,07/11/2022,07:26A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,023,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FMTZWVFZPZWxsNlRuYzlQUT09&locationName=_____________________)
KHP2089,NY,PAS,8584520478,07/11/2022,08:21A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,104,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNUVWWGxOUkZFelQwRTlQUT09&locationName=_____________________)
EUM3719,NY,PAS,8584520648,07/11/2022,10:11A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,104,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNUVWWGxOUkZrd1QwRTlQUT09&locationName=_____________________)
74BD14,NY,LMB,8584630120,07/11/2022,10:57A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,084,K,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNUVXWHBOUkVWNVRVRTlQUT09&locationName=_____________________)
KVH2936,NY,PAS,8584630170,07/11/2022,11:38A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,084,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNUVXWHBOUkVVelRVRTlQUT09&locationName=_____________________)
LJN5999,PA,PAS,8584677938,07/11/2022,07:23A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,112,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNUVXVE5PZW10NlQwRTlQUT09&locationName=_____________________)
KRU2479,NY,PAS,8584677940,07/11/2022,07:37A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,112,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNUVXVE5PZW1zd1RVRTlQUT09&locationName=_____________________)
QMMB47,FL,PAS,8584678001,07/11/2022,09:28A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,112,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNUVXVE5QUkVGM1RWRTlQUT09&locationName=_____________________)
HVU4963,NY,PAS,8584678013,07/11/2022,09:30A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,112,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNUVXVE5QUkVGNFRYYzlQUT09&locationName=_____________________)
JPT6148,NY,PAS,8584677914,07/11/2022,07:12A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,115.00,0.00,112,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNUVXVE5PZW10NFRrRTlQUT09&locationName=_____________________)
JGA5538,NY,PAS,8584678074,07/11/2022,12:13P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,115.00,0.00,104,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNUVXVE5QUkVFelRrRTlQUT09&locationName=_____________________)
95AVDP,FL,PAS,8584780488,07/11/2022,10:39A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,084,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNUVZelJOUkZFMFQwRTlQUT09&locationName=_____________________)
KGA5997,NY,OMS,8584780555,07/11/2022,11:56A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,084,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNUVZelJOUkZVeFRsRTlQUT09&locationName=_____________________)
JMR7601,NY,PAS,8584835994,07/11/2022,01:35P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,068,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNUVaM3BPVkdzMVRrRTlQUT09&locationName=_____________________)
428376T,NJ,PAS,8584836032,07/11/2022,02:23P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,068,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNUVaM3BPYWtGNlRXYzlQUT09&locationName=_____________________)
89399MJ,NY,COM,8584780476,07/11/2022,10:34A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,115.00,0.00,084,K,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNUVZelJOUkZFelRtYzlQUT09&locationName=_____________________)
JNW6103,NY,PAS,8583623650,07/11/2022,01:43P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,061,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FMTZXWGxOZWxreFRVRTlQUT09&locationName=_____________________)
3607YS,ME,PAS,8584132168,07/11/2022,01:12P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,110,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVk5FNUVSWHBOYWtVeVQwRTlQUT09&locationName=_____________________)
KWU8664,NY,PAS,8601982505,07/11/2022,08:11A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,112,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMVVhelJOYWxWM1RsRTlQUT09&locationName=_____________________)
KSH3319,NY,PAS,8603092450,07/11/2022,09:34A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,024,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmQwMTZRVFZOYWxFeFRVRTlQUT09&locationName=_____________________)
KVE8665,NY,PAS,8610589470,07/11/2022,10:42P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,009,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFMUVWVFJQVkZFelRVRTlQUT09&locationName=_____________________)
T708591C,NY,OMT,8619345760,07/11/2022,05:43A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,032,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFOVVUVEJPVkdNeVRVRTlQUT09&locationName=_____________________)
KNZ1131,NY,PAS,8619345795,07/11/2022,05:57A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,032,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFOVVUVEJPVkdNMVRsRTlQUT09&locationName=_____________________)
KSC3768,NY,PAS,8619345801,07/11/2022,05:59A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,032,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFOVVUVEJPVkdkM1RWRTlQUT09&locationName=_____________________)
KJW1611,NY,PAS,8619345825,07/11/2022,06:05A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,032,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFOVVUVEJPVkdkNVRsRTlQUT09&locationName=_____________________)
341694T,NJ,PAS,8619345849,07/11/2022,06:09A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,032,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFOVVUVEJPVkdjd1QxRTlQUT09&locationName=_____________________)
KMN7998,NY,PAS,8619345862,07/11/2022,06:13A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,032,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVFOVVUVEJPVkdjeVRXYzlQUT09&locationName=_____________________)
KRD7332,NY,PAS,8620194471,07/11/2022,01:16P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,113,Q,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVVMUVSVFZPUkZFelRWRTlQUT09&locationName=_____________________)
HNJ3078,NY,PAS,8633094058,07/11/2022,12:51P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,072,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVrMTZRVFZPUkVFeFQwRTlQUT09&locationName=_____________________)
UFS2559,VA,PAS,8633643327,07/11/2022,10:55A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,005,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVrMTZXVEJOZWsxNVRuYzlQUT09&locationName=_____________________)
GRH9253,NY,PAS,8633643339,07/11/2022,10:57A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,005,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWmVrMTZXVEJOZWsxNlQxRTlQUT09&locationName=_____________________)
17478MP,NY,COM,8661266336,07/11/2022,08:09A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,017,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1rMVVTVEpPYWsxNlRtYzlQUT09&locationName=_____________________)
JEH7321,NY,PAS,8661542273,07/11/2022,12:04P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,066,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1rMVVWVEJOYWtrelRYYzlQUT09&locationName=_____________________)
KTT6538,NY,PAS,8671227870,07/11/2022,11:36A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,019,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk0wMVVTWGxPZW1jelRVRTlQUT09&locationName=_____________________)
8BM7818,MD,PAS,8677564020,07/11/2022,12:21P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,005,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk0wNTZWVEpPUkVGNVRVRTlQUT09&locationName=_____________________)
2985,NY,VAS,8905726641,07/11/2022,12:29P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,115.00,0.00,060,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmQwNVVZM2xPYWxrd1RWRTlQUT09&locationName=_____________________)
53761PC,NY,APP,8683238209,07/11/2022,12:50P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,084,K,TRAFFIC,HEARING PENDING,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FMTZTWHBQUkVsM1QxRTlQUT09&locationName=_____________________)
KXM1938,NY,PAS,8907348753,07/11/2022,07:16A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,115.00,0.00,032,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmQwNTZUVEJQUkdNeFRYYzlQUT09&locationName=_____________________)
KJW2660,NY,PAS,8911144800,07/11/2022,05:34A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,010,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFMVVSVEJPUkdkM1RVRTlQUT09&locationName=_____________________)
JRT1956,NY,PAS,8710536589,07/11/2022,05:14A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,115.00,0.00,067,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMUVWWHBPYWxVMFQxRTlQUT09&locationName=_____________________)
LYN7589,PA,PAS,8710536851,07/11/2022,06:27A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,067,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMUVWWHBPYW1jeFRWRTlQUT09&locationName=_____________________)
KRW4268,NY,PAS,8714841101,07/11/2022,02:36P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,115.00,0.00,073,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFNUVaekJOVkVWM1RWRTlQUT09&locationName=_____________________)
HGZ4256,NY,PAS,8714841022,07/11/2022,01:41P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,073,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFNUVaekJOVkVGNVRXYzlQUT09&locationName=_____________________)
KPM4397,NY,PAS,8710536565,07/11/2022,05:06A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,067,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMUVWWHBPYWxVeVRsRTlQUT09&locationName=_____________________)
LYH1358,PA,PAS,8710536577,07/11/2022,05:12A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,067,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMUVWWHBPYWxVelRuYzlQUT09&locationName=_____________________)
KVH9178,NY,OMS,8710536590,07/11/2022,05:17A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,067,K,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMUVWWHBPYWxVMVRVRTlQUT09&locationName=_____________________)
GYS9733,NY,PAS,8710536607,07/11/2022,05:18A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,067,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMUVWWHBPYWxsM1RuYzlQUT09&locationName=_____________________)
HZG7636,NY,PAS,8710536619,07/11/2022,05:22A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,067,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMUVWWHBPYWxsNFQxRTlQUT09&locationName=_____________________)
KSE9848,NY,PAS,8710536620,07/11/2022,05:24A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,067,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMUVWWHBPYWxsNVRVRTlQUT09&locationName=_____________________)
9GD160,MA,999,8710536670,07/11/2022,05:34A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,067,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMUVWWHBPYWxrelRVRTlQUT09&locationName=_____________________)
S1231383,GA,PAS,8710536681,07/11/2022,05:37A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,067,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMUVWWHBPYWxrMFRWRTlQUT09&locationName=_____________________)
C03547F,WA,PAS,8710536693,07/11/2022,05:42A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,067,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMUVWWHBPYWxrMVRYYzlQUT09&locationName=_____________________)
JNB6080,NY,PAS,8710536711,07/11/2022,05:53A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,067,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMUVWWHBPYW1ONFRWRTlQUT09&locationName=_____________________)
KDL986,VT,PAS,8710536759,07/11/2022,06:02A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,067,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMUVWWHBPYW1NeFQxRTlQUT09&locationName=_____________________)
PKG3245,TX,PAS,8710536760,07/11/2022,06:06A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,067,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMUVWWHBPYW1NeVRVRTlQUT09&locationName=_____________________)
T94MKC,NJ,PAS,8710536796,07/11/2022,06:12A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,067,K,TRAFFIC,HEARING HELD-GUILTY,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMUVWWHBPYW1NMVRtYzlQUT09&locationName=_____________________)
LTN2122,PA,PAS,8710536802,07/11/2022,06:14A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,067,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMUVWWHBPYW1kM1RXYzlQUT09&locationName=_____________________)
KLC9260,NY,PAS,8710536826,07/11/2022,06:17A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,067,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMUVWWHBPYW1kNVRtYzlQUT09&locationName=_____________________)
BB85934,CT,999,8710536838,07/11/2022,06:20A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,067,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMUVWWHBPYW1kNlQwRTlQUT09&locationName=_____________________)
KXS8436,NY,PAS,8710536840,07/11/2022,06:24A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,067,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMUVWWHBPYW1jd1RVRTlQUT09&locationName=_____________________)
KLA7947,NY,PAS,8710536863,07/11/2022,06:30A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,067,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMUVWWHBPYW1jeVRYYzlQUT09&locationName=_____________________)
KTH8817,PA,PAS,8710536942,07/11/2022,08:18A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,067,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMUVWWHBPYW1zd1RXYzlQUT09&locationName=_____________________)
LWJ9082,PA,PAS,8710536954,07/11/2022,09:12A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,067,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMUVWWHBPYW1zeFRrRTlQUT09&locationName=_____________________)
LLS0168,PA,PAS,8710536966,07/11/2022,10:15A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,067,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMUVWWHBPYW1zeVRtYzlQUT09&locationName=_____________________)
HWH6039,NY,PAS,8912684590,07/11/2022,08:44A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,115.00,0.00,010,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFMXFXVFJPUkZVMVRVRTlQUT09&locationName=_____________________)
2CHIKITO,NY,SRF,8914239421,07/11/2022,07:39A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,115.00,0.00,005,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFNUVTWHBQVkZGNVRWRTlQUT09&locationName=_____________________)
49735JG,NY,COM,8914364276,07/11/2022,01:43P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,115.00,0.00,009,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFNUVUVEpPUkVrelRtYzlQUT09&locationName=_____________________)
APS7081,WI,PAS,8714841009,07/11/2022,01:37P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,073,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFNUVaekJOVkVGM1QxRTlQUT09&locationName=_____________________)
KWC9765,NY,PAS,8714841113,07/11/2022,02:38P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,073,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFNUVaekJOVkVWNFRYYzlQUT09&locationName=_____________________)
20871MH,NY,COM,8915627222,07/11/2022,04:21P,FIRE HYDRANT,,115.00,0.00,0.00,0.00,115.00,0.00,013,NY,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBScmVFNVVXWGxPZWtsNVRXYzlQUT09&locationName=_____________________)
KMA5036,NY,OMS,8719394275,07/11/2022,06:01A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,075,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFOVVUVFZPUkVrelRsRTlQUT09&locationName=_____________________)
JCY1340,NY,PAS,8719394287,07/11/2022,06:06A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,075,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFOVVUVFZPUkVrMFRuYzlQUT09&locationName=_____________________)
3823899,PA,PAS,8719394317,07/11/2022,06:18A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,075,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFOVVUVFZPUkUxNFRuYzlQUT09&locationName=_____________________)
HMV2862,NY,PAS,8719394342,07/11/2022,06:34A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,075,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFOVVUVFZPUkUwd1RXYzlQUT09&locationName=_____________________)
WHG54V,NJ,PAS,8719394354,07/11/2022,06:38A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,075,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFOVVUVFZPUkUweFRrRTlQUT09&locationName=_____________________)
LWM1052,PA,PAS,8719394366,07/11/2022,06:51A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,075,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFOVVUVFZPUkUweVRtYzlQUT09&locationName=_____________________)
KHV9055,NY,PAS,8719394378,07/11/2022,07:03A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,075,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFOVVUVFZPUkUwelQwRTlQUT09&locationName=_____________________)
JPV4361,NY,PAS,8719394410,07/11/2022,07:22A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,075,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFOVVUVFZPUkZGNFRVRTlQUT09&locationName=_____________________)
KVJ5644,NY,PAS,8719394445,07/11/2022,07:28A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,075,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFOVVUVFZPUkZFd1RsRTlQUT09&locationName=_____________________)
KVN5731,NY,PAS,8719394469,07/11/2022,07:44A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,075,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFOVVUVFZPUkZFeVQxRTlQUT09&locationName=_____________________)
LYV4514,PA,PAS,8719394470,07/11/2022,07:50A,FIRE HYDRANT,,115.00,0.00,0.00,0.00,0.00,115.00,075,K,TRAFFIC,,View Summons (http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFOVVUVFZPUkZFelRVRTlQUT09&locationName=_____________________)
